invoice_id,invoice_date,vendor_id,vendor_name,currency,line_item_number,item_code,description,quantity,unit_price,line_total,po_id,po_quantity,po_unit_price,po_line_total,grn_id,grn_quantity,mismatch_type,is_mismatch
INV0071,18-06-2024,V008,Vendor_8,USD,1,ITM0048,Accessory accessory widget part component component,16,429.83,6877.28,PO0071,16,429.83,6877.28,GRN0071,16,MATCH,0
INV0071,18-06-2024,V008,Vendor_8,USD,2,ITM0044,Accessory component component,15,388.15,5822.25,PO0071,15,388.15,5822.25,GRN0071,15,MATCH,0
INV0071,18-06-2024,V008,Vendor_8,USD,3,ITM0021,Device unit widget module accessory,14,371.77,5204.78,PO0071,14,371.77,5204.78,GRN0071,14,MATCH,0
INV0071,18-06-2024,V008,Vendor_8,USD,4,ITM0049,Part part assembly gadget component assembly gadget,17,440.27,7484.59,PO0071,17,440.27,7484.59,GRN0071,17,MATCH,0
INV0071,18-06-2024,V008,Vendor_8,USD,5,ITM0002,Gadget part part component,15,30.03,450.45,PO0071,15,30.03,450.45,GRN0071,15,MATCH,0
INV0072,03-07-2024,V007,Vendor_7,GBP,1,ITM0024,Assembly unit gadget widget module unit,6,480.46,2882.76,PO0072,6,480.46,2882.76,GRN0072,6,MATCH,0
INV0072,03-07-2024,V007,Vendor_7,GBP,2,ITM0031,Assembly module part component part widget widget,3,85.64,171.28,PO0072,2,85.64,171.28,GRN0072,2,quantity_mismatch,1
INV0072,03-07-2024,V007,Vendor_7,GBP,3,ITM0037,Part unit device component,14,259.07,3626.98,PO0072,14,259.07,3626.98,GRN0072,14,MATCH,0
INV0072,03-07-2024,V007,Vendor_7,GBP,4,ITM0050,Assembly gadget gadget,1,115.77,115.77,PO0072,1,115.77,115.77,GRN0072,1,MATCH,0
INV0072,03-07-2024,V007,Vendor_7,GBP,5,ITM0039,Device device component accessory part,15,129.74,1946.1,PO0072,15,129.74,1946.1,GRN0072,15,MATCH,0
INV0073,26-08-2024,V010,Vendor_10,GBP,1,ITM0038,Widget accessory accessory,12,282.92,3395.04,PO0073,12,282.92,3395.04,GRN0073,12,currency_mismatch,1
INV0073,26-08-2024,V010,Vendor_10,INR,2,ITM0039,Component device assembly module component component component,10,98.24,982.4,PO0073,10,98.24,982.4,GRN0073,10,MATCH,0
INV0073,26-08-2024,V010,Vendor_10,INR,3,ITM0034,Accessory part part unit,12,341.97,3761.67,PO0073,11,341.97,3761.67,GRN0073,11,quantity_mismatch,1
INV0073,26-08-2024,V010,Vendor_10,INR,4,ITM0047,Unit accessory component,14,205.28,2873.92,PO0073,14,205.28,2873.92,GRN0073,14,MATCH,0
INV0073,26-08-2024,V010,Vendor_10,INR,5,ITM0048,Unit accessory part,11,364.64,4011.04,PO0073,11,364.64,4011.04,GRN0073,11,MATCH,0
INV0074,23-04-2024,V018,Vendor_18,INR,1,ITM0043,Assembly part part part gadget,4,238.04,952.16,PO0074,4,238.04,952.16,GRN0074,0,grn_not_received,1
INV0074,23-04-2024,V018,Vendor_18,INR,2,ITM0048,Device unit accessory accessory accessory,3,115.02,345.06,PO0074,3,115.02,345.06,GRN0074,3,MATCH,0
INV0074,23-04-2024,V018,Vendor_18,EUR,3,ITM0015,Module part module unit assembly,4,237.92,951.68,PO0074,4,237.92,951.68,GRN0074,4,currency_mismatch,1
INV0074,23-04-2024,V018,Vendor_18,INR,4,ITM0041,Unit unit assembly gadget gadget device assembly,14,31.76,444.64,PO0074,14,31.76,444.64,GRN0074,14,MATCH,0
INV0074,23-04-2024,V018,Vendor_18,INR,5,ITM0010,Accessory module accessory accessory,15,75.9,1138.5,PO0074,15,75.9,1138.5,GRN0074,15,MATCH,0
INV0075,02-04-2024,V003,Vendor_3,INR,1,ITM0022,Component widget assembly gadget,6,290.26,1741.56,PO0075,6,290.26,1741.56,GRN0075,6,MATCH,0
INV0075,02-04-2024,V003,Vendor_3,INR,2,ITM0011,Part part gadget module module module,16,194.74,3115.84,PO0075,16,194.74,3115.84,GRN0075,16,MATCH,0
INV0075,02-04-2024,V003,Vendor_3,INR,3,ITM0003,Gadget module widget component part gadget device,8,117.0,936.0,PO0075,8,117.0,936.0,GRN0075,8,MATCH,0
INV0075,02-04-2024,V003,Vendor_3,INR,4,ITM0023,Gadget module unit gadget part,10,474.49,4744.9,PO0075,10,474.49,4744.9,GRN0075,10,MATCH,0
INV0075,02-04-2024,V003,Vendor_3,INR,5,ITM0030,Unit module part accessory module accessory module,7,86.62,606.34,PO0075,7,86.62,606.34,GRN0075,7,MATCH,0
INV0076,25-07-2024,V001,Vendor_1,EUR,1,ITM0015,Gadget widget assembly gadget,2,190.72,381.44,PO0076,2,190.72,381.44,GRN0076,2,item_not_in_po,1
INV0076,25-07-2024,V001,Vendor_1,EUR,2,ITM0041,Device unit unit widget widget,1,28.88,28.88,PO0076,1,28.88,28.88,GRN0076,1,MATCH,0
INV0076,25-07-2024,V001,Vendor_1,EUR,3,ITM0008,Module gadget component device gadget device,1,154.05,154.05,PO0076,1,154.05,154.05,GRN0076,1,MATCH,0
INV0076,25-07-2024,V001,Vendor_1,EUR,4,ITM0043,Unit component unit,5,212.32,1061.6,PO0076,5,212.32,1061.6,GRN0076,5,MATCH,0
INV0076,25-07-2024,V001,Vendor_1,EUR,5,ITM0007,Device gadget gadget widget gadget gadget component,17,486.69,8273.73,PO0076,17,486.69,8273.73,GRN0076,17,MATCH,0
INV0077,02-07-2024,V014,Vendor_14,GBP,1,ITM0011,Assembly accessory device,16,192.25,2698.4,PO0077,16,168.65,2698.4,GRN0077,16,price_mismatch,1
INV0077,02-07-2024,V014,Vendor_14,GBP,2,ITM0001,Device accessory part,16,78.83,1261.28,PO0077,16,78.83,1261.28,GRN0077,16,MATCH,0
INV0077,02-07-2024,V014,Vendor_14,GBP,3,ITM0006,Widget device accessory unit assembly accessory component,2,54.41,108.82,PO0077,2,54.41,108.82,GRN0077,2,MATCH,0
INV0077,02-07-2024,V014,Vendor_14,GBP,4,ITM0012,Part module device,14,370.58,5188.12,PO0077,14,370.58,5188.12,GRN0077,14,MATCH,0
INV0077,02-07-2024,V014,Vendor_14,GBP,5,ITM0007,Widget gadget unit,11,181.98,2001.78,PO0077,11,181.98,2001.78,GRN0077,11,MATCH,0
INV0078,12-08-2024,V020,Vendor_20,GBP,1,ITM0047,Module module gadget,13,481.34,6257.42,PO0078,13,481.34,6257.42,GRN0078,13,MATCH,0
INV0078,12-08-2024,V020,Vendor_20,GBP,2,ITM0018,Device assembly module part gadget gadget,2,490.88,981.76,PO0078,2,490.88,981.76,GRN0078,2,MATCH,0
INV0078,12-08-2024,V020,Vendor_20,GBP,3,ITM0011,Module unit part,15,94.72,1420.8,PO0078,15,94.72,1420.8,GRN0078,15,MATCH,0
INV0078,12-08-2024,V020,Vendor_20,GBP,4,ITM0025,Unit part part device accessory,16,533.14,7369.6,PO0078,16,460.6,7369.6,GRN0078,16,price_mismatch,1
INV0078,12-08-2024,V020,Vendor_20,GBP,5,ITM0008,Module widget unit widget part assembly,20,363.27,6902.13,PO0078,19,363.27,6902.13,GRN0078,19,quantity_mismatch,1
INV0079,24-04-2024,V011,Vendor_11,USD,1,ITM0028,Assembly unit unit gadget,18,446.57,8038.26,PO0079,18,446.57,8038.26,GRN0079,18,MATCH,0
INV0079,24-04-2024,V011,Vendor_11,USD,2,ITM0040,Widget accessory assembly,16,426.68,6826.88,PO0079,16,426.68,6826.88,GRN0079,16,MATCH,0
INV0079,24-04-2024,V011,Vendor_11,USD,3,ITM0011,Device component component,10,29.92,269.28,PO0079,9,29.92,269.28,GRN0079,9,quantity_mismatch,1
INV0079,24-04-2024,V011,Vendor_11,USD,4,ITM0015,Unit module component assembly part assembly part,15,161.45,2421.75,PO0079,15,161.45,2421.75,GRN0079,15,MATCH,0
INV0079,24-04-2024,V011,Vendor_11,USD,5,ITM0032,Widget module unit,1,413.82,413.82,PO0079,1,413.82,413.82,GRN0079,1,MATCH,0
INV0080,05-11-2024,V020,Vendor_20,EUR,1,ITM0033,Gadget device accessory module widget component assembly,18,384.87,6927.66,PO0080,18,384.87,6927.66,GRN0080,18,currency_mismatch,1
INV0080,05-11-2024,V020,Vendor_20,GBP,2,ITM0039,Device module assembly widget unit widget,12,415.79,4989.48,PO0080,12,415.79,4989.48,GRN0080,12,MATCH,0
INV0080,05-11-2024,V020,Vendor_20,GBP,3,ITM0019,Assembly device widget gadget gadget device device,4,130.87,523.48,PO0080,4,130.87,523.48,GRN0080,4,MATCH,0
INV0080,05-11-2024,V020,Vendor_20,GBP,4,ITM0013,Gadget part gadget part,7,359.81,2518.67,PO0080,7,359.81,2518.67,GRN0080,7,item_not_in_po,1
INV0080,05-11-2024,V020,Vendor_20,GBP,5,ITM0007,Widget unit device gadget accessory assembly,19,478.31,9087.89,PO0080,19,478.31,9087.89,GRN0080,19,MATCH,0
INV0081,09-03-2024,V016,Vendor_16,USD,1,ITM0034,Assembly module unit,17,391.64,6657.88,PO0081,17,391.64,6657.88,GRN0081,17,MATCH,0
INV0081,09-03-2024,V016,Vendor_16,USD,2,ITM0012,Gadget part widget unit unit component part,14,489.85,6857.9,PO0081,14,489.85,6857.9,GRN0081,14,MATCH,0
INV0081,09-03-2024,V016,Vendor_16,USD,3,ITM0045,Component accessory accessory assembly,5,73.4,367.0,PO0081,5,73.4,367.0,GRN0081,5,MATCH,0
INV0081,09-03-2024,V016,Vendor_16,USD,4,ITM0039,Component device part device accessory unit gadget,20,358.62,7172.4,PO0081,20,358.62,7172.4,GRN0081,20,item_not_in_po,1
INV0081,09-03-2024,V016,Vendor_16,USD,5,ITM0044,Accessory gadget device accessory gadget,18,348.68,6276.24,PO0081,18,348.68,6276.24,GRN0081,18,MATCH,0
INV0082,14-06-2024,V004,Vendor_4,GBP,1,ITM0036,Unit accessory device device accessory assembly,14,405.11,5671.54,PO0082,14,405.11,5671.54,GRN0082,14,MATCH,0
INV0082,14-06-2024,V004,Vendor_4,GBP,2,ITM0034,Widget gadget device,7,137.15,960.05,PO0082,7,137.15,960.05,GRN0082,7,MATCH,0
INV0082,14-06-2024,V004,Vendor_4,EUR,3,ITM0011,Device gadget widget part gadget,18,20.99,377.82,PO0082,18,20.99,377.82,GRN0082,18,currency_mismatch,1
INV0082,14-06-2024,V004,Vendor_4,EUR,4,ITM0029,Unit device unit,8,372.49,2979.92,PO0082,8,372.49,2979.92,GRN0082,8,currency_mismatch,1
INV0082,14-06-2024,V004,Vendor_4,GBP,5,ITM0036,Component part part component unit accessory,13,211.2,2745.6,PO0082,13,211.2,2745.6,GRN0082,13,MATCH,0
INV0083,16-12-2024,V011,Vendor_11,USD,1,ITM0001,Gadget part part module component,12,378.78,4545.36,PO0083,12,378.78,4545.36,GRN0083,12,MATCH,0
INV0083,16-12-2024,V011,Vendor_11,USD,2,ITM0035,Gadget device gadget assembly accessory widget accessory,17,64.08,1089.36,PO0083,17,64.08,1089.36,GRN0083,17,MATCH,0
INV0083,16-12-2024,V011,Vendor_11,USD,3,ITM0003,Component component gadget part widget assembly,5,24.77,123.85,PO0083,5,24.77,123.85,GRN0083,5,MATCH,0
INV0083,16-12-2024,V011,Vendor_11,USD,4,ITM0021,Widget accessory unit unit assembly unit module,11,265.07,2915.77,PO0083,11,265.07,2915.77,GRN0083,11,MATCH,0
INV0083,16-12-2024,V011,Vendor_11,USD,5,ITM0012,Widget assembly module assembly widget gadget gadget,11,168.88,1857.68,PO0083,11,168.88,1857.68,GRN0083,11,MATCH,0
INV0084,30-05-2024,V007,Vendor_7,INR,1,ITM0036,Gadget module component,20,459.71,9194.2,PO0084,20,459.71,9194.2,GRN0084,20,MATCH,0
INV0084,30-05-2024,V007,Vendor_7,INR,2,ITM0016,Device component accessory,4,196.01,784.04,PO0084,4,196.01,784.04,GRN0084,0,grn_not_received,1
INV0084,30-05-2024,V007,Vendor_7,INR,3,ITM0035,Widget assembly device assembly assembly,16,26.71,427.36,PO0084,16,26.71,427.36,GRN0084,16,MATCH,0
INV0084,30-05-2024,V007,Vendor_7,INR,4,ITM0042,Component widget widget accessory,18,268.94,4840.92,PO0084,18,268.94,4840.92,GRN0084,18,item_not_in_po,1
INV0084,30-05-2024,V007,Vendor_7,INR,5,ITM0041,Gadget unit gadget,14,418.65,5861.1,PO0084,14,418.65,5861.1,GRN0084,14,MATCH,0
INV0085,15-04-2024,V018,Vendor_18,INR,1,ITM0042,Device gadget assembly,11,23.75,261.25,PO0085,11,23.75,261.25,GRN0085,11,MATCH,0
INV0085,15-04-2024,V018,Vendor_18,INR,2,ITM0005,Gadget component widget,8,455.94,3647.52,PO0085,8,455.94,3647.52,GRN0085,8,MATCH,0
INV0085,15-04-2024,V018,Vendor_18,INR,3,ITM0027,Assembly module component module gadget widget,20,36.3,726.0,PO0085,20,36.3,726.0,GRN0085,20,MATCH,0
INV0085,15-04-2024,V018,Vendor_18,INR,4,ITM0048,Widget part module assembly component device unit,10,383.81,3838.1,PO0085,10,383.81,3838.1,GRN0085,10,item_not_in_po,1
INV0085,15-04-2024,V018,Vendor_18,INR,5,ITM0029,Module unit assembly assembly gadget module,18,151.01,2718.18,PO0085,18,151.01,2718.18,GRN0085,18,MATCH,0
INV0086,20-11-2024,V005,Vendor_5,GBP,1,ITM0044,Accessory widget part gadget widget,19,300.34,5706.46,PO0086,19,300.34,5706.46,GRN0086,19,MATCH,0
INV0086,20-11-2024,V005,Vendor_5,GBP,2,ITM0035,Accessory component device accessory module module unit,17,75.52,1283.84,PO0086,17,75.52,1283.84,GRN0086,17,MATCH,0
INV0086,20-11-2024,V005,Vendor_5,GBP,3,ITM0012,Unit component gadget device,19,426.86,8110.34,PO0086,19,426.86,8110.34,GRN0086,19,MATCH,0
INV0086,20-11-2024,V005,Vendor_5,GBP,4,ITM0049,Assembly assembly component widget widget device assembly,11,181.78,1999.58,PO0086,11,181.78,1999.58,GRN0086,11,MATCH,0
INV0086,20-11-2024,V005,Vendor_5,GBP,5,ITM0043,Widget unit accessory component,15,167.53,2512.95,PO0086,15,167.53,2512.95,GRN0086,15,MATCH,0
INV0087,03-12-2024,V010,Vendor_10,USD,1,ITM0037,Module component module widget component gadget device,14,141.96,1987.44,PO0087,14,141.96,1987.44,GRN0087,14,currency_mismatch,1
INV0087_DUP,03-12-2024,V010,Vendor_10,EUR,2,ITM0024,Device component assembly assembly,10,246.05,2460.5,PO0087,10,246.05,2460.5,GRN0087,10,duplicate_invoice,1
INV0087,03-12-2024,V010,Vendor_10,EUR,3,ITM0007,Unit widget component part,18,102.23,1840.14,PO0087,18,102.23,1840.14,GRN0087,18,MATCH,0
INV0087,03-12-2024,V010,Vendor_10,EUR,4,ITM0047,Device accessory part,1,407.26,407.26,PO0087,1,407.26,407.26,GRN0087,1,MATCH,0
INV0087,03-12-2024,V010,Vendor_10,EUR,5,ITM0038,Device gadget widget component accessory assembly,5,186.08,930.4,PO0087,5,186.08,930.4,GRN0087,5,MATCH,0
INV0088,24-04-2024,V019,Vendor_19,GBP,1,ITM0009,Assembly widget module widget component accessory,20,343.66,6873.2,PO0088,20,343.66,6873.2,GRN0088,20,MATCH,0
INV0088,24-04-2024,V019,Vendor_19,GBP,2,ITM0049,Gadget gadget unit unit part gadget device,12,27.14,300.12,PO0088,12,25.01,300.12,GRN0088,12,price_mismatch,1
INV0088,24-04-2024,V019,Vendor_19,GBP,3,ITM0049,Component component component device assembly part,14,237.49,3087.37,PO0088,13,237.49,3087.37,GRN0088,13,quantity_mismatch,1
INV0088,24-04-2024,V019,Vendor_19,GBP,4,ITM0030,Widget unit widget,17,318.62,5416.54,PO0088,17,318.62,5416.54,GRN0088,17,item_not_in_po,1
INV0088,24-04-2024,V019,Vendor_19,GBP,5,ITM0018,Unit unit module module unit,3,260.75,782.25,PO0088,3,260.75,782.25,GRN0088,3,MATCH,0
INV0089,11-07-2024,V008,Vendor_8,INR,1,ITM0023,Assembly assembly unit assembly gadget,6,118.85,713.1,PO0089,6,118.85,713.1,GRN0089,6,MATCH,0
INV0089,11-07-2024,V008,Vendor_8,INR,2,ITM0033,Gadget gadget module device gadget,8,210.23,1681.84,PO0089,8,210.23,1681.84,GRN0089,8,MATCH,0
INV0089,11-07-2024,V008,Vendor_8,INR,3,ITM0022,Assembly assembly gadget,6,325.39,1952.34,PO0089,6,325.39,1952.34,GRN0089,6,MATCH,0
INV0089,11-07-2024,V008,Vendor_8,INR,4,ITM0027,Component gadget unit,5,316.62,1583.1,PO0089,5,316.62,1583.1,GRN0089,5,MATCH,0
INV0089,11-07-2024,V008,Vendor_8,INR,5,ITM0003,Gadget gadget accessory assembly module accessory unit,10,473.89,4738.9,PO0089,10,473.89,4738.9,GRN0089,10,MATCH,0
INV0090,20-04-2024,V015,Vendor_15,INR,1,ITM0031,Gadget module gadget unit,6,313.49,1880.94,PO0090,6,313.49,1880.94,GRN0090,6,item_not_in_po,1
INV0090,20-04-2024,V015,Vendor_15,INR,2,ITM0033,Gadget device accessory unit widget,13,195.8,2545.4,PO0090,13,195.8,2545.4,GRN0090,13,MATCH,0
INV0090,20-04-2024,V015,Vendor_15,INR,3,ITM0007,Gadget part assembly,14,414.12,5797.68,PO0090,14,414.12,5797.68,GRN0090,14,MATCH,0
INV0090,20-04-2024,V015,Vendor_15,EUR,4,ITM0039,Gadget accessory unit,18,254.15,4574.7,PO0090,18,254.15,4574.7,GRN0090,18,currency_mismatch,1
INV0090,20-04-2024,V015,Vendor_15,INR,5,ITM0008,Assembly gadget unit,1,449.0,449.0,PO0090,1,449.0,449.0,GRN0090,1,quantity_mismatch,1
INV0091,13-12-2024,V014,Vendor_14,INR,1,ITM0024,Device module accessory,16,395.83,6333.28,PO0091,16,395.83,6333.28,GRN0091,16,MATCH,0
INV0091,13-12-2024,V014,Vendor_14,EUR,2,ITM0025,Unit device device device widget,5,130.99,654.95,PO0091,5,130.99,654.95,GRN0091,5,currency_mismatch,1
INV0091,13-12-2024,V014,Vendor_14,INR,3,ITM0050,Accessory widget unit assembly,9,98.57,887.13,PO0091,9,98.57,887.13,GRN0091,9,MATCH,0
INV0091,13-12-2024,V014,Vendor_14,INR,4,ITM0046,Unit gadget widget,7,345.44,2418.08,PO0091,7,345.44,2418.08,GRN0091,7,MATCH,0
INV0091,13-12-2024,V014,Vendor_14,INR,5,ITM0021,Module gadget unit component part module,12,307.88,3694.56,PO0091,12,307.88,3694.56,GRN0091,12,MATCH,0
INV0092,14-12-2024,V013,Vendor_13,EUR,1,ITM0027,Part assembly module assembly component component module,13,413.21,4799.73,PO0092,13,369.21,4799.73,GRN0092,13,price_mismatch,1
INV0092,14-12-2024,V013,Vendor_13,EUR,2,ITM0043,Device assembly device,7,54.64,327.84,PO0092,6,54.64,327.84,GRN0092,6,quantity_mismatch,1
INV0092,14-12-2024,V013,Vendor_13,EUR,3,ITM0033,Part part unit device widget module,1,403.16,403.16,PO0092,1,403.16,403.16,GRN0092,1,MATCH,0
INV0092,14-12-2024,V013,Vendor_13,EUR,4,ITM0010,Accessory module widget gadget widget widget,13,465.69,6053.97,PO0092,13,465.69,6053.97,GRN0092,13,MATCH,0
INV0092,14-12-2024,V013,Vendor_13,EUR,5,ITM0026,Unit component accessory widget device gadget assembly,1,104.85,104.85,PO0092,1,104.85,104.85,GRN0092,1,MATCH,0
INV0093,02-12-2024,V017,Vendor_17,EUR,1,ITM0013,Part assembly device,20,88.89,1777.8,PO0093,20,88.89,1777.8,GRN0093,20,currency_mismatch,1
INV0093,02-12-2024,V017,Vendor_17,GBP,2,ITM0003,Component widget gadget accessory part,12,336.48,4037.76,PO0093,12,336.48,4037.76,GRN0093,12,MATCH,0
INV0093,02-12-2024,V017,Vendor_17,GBP,3,ITM0026,Gadget widget device accessory assembly device unit,19,177.31,3368.89,PO0093,19,177.31,3368.89,GRN0093,19,MATCH,0
INV0093,02-12-2024,V017,Vendor_17,GBP,4,ITM0018,Unit gadget accessory unit,9,91.64,824.76,PO0093,9,91.64,824.76,GRN0093,9,MATCH,0
INV0093,02-12-2024,V017,Vendor_17,GBP,5,ITM0033,Unit assembly module,4,402.46,1609.84,PO0093,4,402.46,1609.84,GRN0093,4,MATCH,0
INV0094,11-05-2024,V018,Vendor_18,GBP,1,ITM0045,Accessory unit device device accessory assembly,15,448.78,6731.7,PO0094,15,448.78,6731.7,GRN0094,15,MATCH,0
INV0094,11-05-2024,V018,Vendor_18,EUR,2,ITM0002,Gadget widget unit accessory device component,11,209.15,2300.65,PO0094,11,209.15,2300.65,GRN0094,11,currency_mismatch,1
INV0094,11-05-2024,V018,Vendor_18,GBP,3,ITM0023,Assembly device component component module device module,18,466.04,8388.72,PO0094,18,466.04,8388.72,GRN0094,18,MATCH,0
INV0094,11-05-2024,V018,Vendor_18,GBP,4,ITM0031,Module accessory component accessory device,7,252.0,1764.0,PO0094,7,252.0,1764.0,GRN0094,7,MATCH,0
INV0094,11-05-2024,V018,Vendor_18,GBP,5,ITM0013,Device part gadget gadget,8,418.99,3351.92,PO0094,8,418.99,3351.92,GRN0094,8,MATCH,0
INV0095,01-07-2024,V005,Vendor_5,USD,1,ITM0008,Device unit unit,18,479.21,8625.78,PO0095,18,479.21,8625.78,GRN0095,18,MATCH,0
INV0095,01-07-2024,V005,Vendor_5,USD,2,ITM0031,Unit assembly accessory accessory part,16,95.52,1528.32,PO0095,16,95.52,1528.32,GRN0095,16,MATCH,0
INV0095,01-07-2024,V005,Vendor_5,USD,3,ITM0049,Component gadget unit widget part assembly assembly,17,176.91,3007.47,PO0095,17,176.91,3007.47,GRN0095,17,MATCH,0
INV0095,01-07-2024,V005,Vendor_5,GBP,4,ITM0044,Assembly gadget assembly component,1,10.85,10.85,PO0095,1,10.85,10.85,GRN0095,1,currency_mismatch,1
INV0095,01-07-2024,V005,Vendor_5,USD,5,ITM0014,Unit component unit component assembly component,16,479.47,7671.52,PO0095,16,479.47,7671.52,GRN0095,16,MATCH,0
INV0096,24-06-2024,V012,Vendor_12,EUR,1,ITM0032,Gadget device module part component gadget,5,489.74,2448.7,PO0096,5,489.74,2448.7,GRN0096,5,MATCH,0
INV0096,24-06-2024,V012,Vendor_12,EUR,2,ITM0044,Part device part assembly,13,102.05,1326.65,PO0096,13,102.05,1326.65,GRN0096,13,MATCH,0
INV0096,24-06-2024,V012,Vendor_12,EUR,3,ITM0048,Assembly widget module gadget,17,269.32,4578.44,PO0096,17,269.32,4578.44,GRN0096,17,MATCH,0
INV0096,24-06-2024,V012,Vendor_12,EUR,4,ITM0021,Component unit unit module device widget,9,240.89,2168.01,PO0096,9,240.89,2168.01,GRN0096,9,MATCH,0
INV0096,24-06-2024,V012,Vendor_12,EUR,5,ITM0041,Assembly module module,18,280.96,5057.28,PO0096,18,280.96,5057.28,GRN0096,18,MATCH,0
INV0097,11-05-2024,V012,Vendor_12,USD,1,ITM0027,Module device unit,22,290.07,5511.33,PO0097,19,290.07,5511.33,GRN0097,19,quantity_mismatch,1
INV0097,11-05-2024,V012,Vendor_12,USD,2,ITM0042,Gadget part module device assembly device accessory,13,330.52,4013.88,PO0097,13,308.76,4013.88,GRN0097,13,price_mismatch,1
INV0097,11-05-2024,V012,Vendor_12,USD,3,ITM0030,Part unit accessory module,20,287.96,5759.2,PO0097,20,287.96,5759.2,GRN0097,20,MATCH,0
INV0097,11-05-2024,V012,Vendor_12,USD,4,ITM0005,Gadget component component,10,356.66,3566.6,PO0097,10,356.66,3566.6,GRN0097,10,MATCH,0
INV0097,11-05-2024,V012,Vendor_12,GBP,5,ITM0039,Component assembly part module unit accessory,14,87.82,1229.48,PO0097,14,87.82,1229.48,GRN0097,14,currency_mismatch,1
INV0098,12-01-2024,V005,Vendor_5,EUR,1,ITM0043,Accessory device widget gadget widget,3,468.71,1406.13,PO0098,3,468.71,1406.13,GRN0098,3,MATCH,0
INV0098,12-01-2024,V005,Vendor_5,EUR,2,ITM0031,Widget device assembly accessory widget unit widget,13,158.14,2055.82,PO0098,13,158.14,2055.82,GRN0098,13,MATCH,0
INV0098,12-01-2024,V005,Vendor_5,EUR,3,ITM0016,Module gadget assembly gadget widget,12,430.88,5170.56,PO0098,12,430.88,5170.56,GRN0098,12,MATCH,0
INV0098,12-01-2024,V005,Vendor_5,EUR,4,ITM0021,Assembly part accessory assembly gadget accessory,18,103.47,1667.34,PO0098,18,92.63,1667.34,GRN0098,18,price_mismatch,1
INV0098,12-01-2024,V005,Vendor_5,EUR,5,ITM0039,Unit unit unit assembly unit component,14,243.42,2921.04,PO0098,12,243.42,2921.04,GRN0098,12,quantity_mismatch,1
INV0099,26-04-2024,V003,Vendor_3,INR,1,ITM0020,Module gadget widget assembly device,5,175.22,876.1,PO0099,5,175.22,876.1,GRN0099,5,MATCH,0
INV0099,26-04-2024,V003,Vendor_3,INR,2,ITM0031,Widget accessory accessory assembly widget module component,8,399.4,3195.2,PO0099,8,399.4,3195.2,GRN0099,8,MATCH,0
INV0099,26-04-2024,V003,Vendor_3,INR,3,ITM0036,Gadget part module component device,13,415.07,5395.91,PO0099,13,415.07,5395.91,GRN0099,13,MATCH,0
INV0099,26-04-2024,V003,Vendor_3,INR,4,ITM0015,Widget unit assembly part unit,9,145.92,1313.28,PO0099,9,145.92,1313.28,GRN0099,9,MATCH,0
INV0099,26-04-2024,V003,Vendor_3,INR,5,ITM0048,Part module part gadget component unit unit,9,351.73,3165.57,PO0099,9,351.73,3165.57,GRN0099,9,MATCH,0
INV0100,08-09-2024,V007,Vendor_7,GBP,1,ITM0002,Widget assembly gadget widget,9,66.89,602.01,PO0100,9,66.89,602.01,GRN0100,9,MATCH,0
INV0100,08-09-2024,V007,Vendor_7,GBP,2,ITM0029,Component gadget assembly,11,213.02,2343.22,PO0100,11,213.02,2343.22,GRN0100,11,MATCH,0
INV0100,08-09-2024,V007,Vendor_7,GBP,3,ITM0032,Assembly part component part accessory,2,136.92,273.84,PO0100,2,136.92,273.84,GRN0100,2,MATCH,0
INV0100,08-09-2024,V007,Vendor_7,GBP,4,ITM0026,Assembly gadget accessory,9,409.54,3685.86,PO0100,9,409.54,3685.86,GRN0100,9,MATCH,0
INV0100,08-09-2024,V007,Vendor_7,GBP,5,ITM0001,Accessory device module,15,142.92,1910.25,PO0100,15,127.35,1910.25,GRN0100,15,price_mismatch,1
INV0101,18-01-2024,V007,Vendor_7,INR,1,ITM0048,Assembly accessory assembly,10,468.43,4684.3,PO0101,10,468.43,4684.3,GRN0101,0,grn_not_received,1
INV0101,18-01-2024,V007,Vendor_7,INR,2,ITM0011,Device assembly gadget,19,321.07,5137.12,PO0101,16,321.07,5137.12,GRN0101,16,quantity_mismatch,1
INV0101,18-01-2024,V007,Vendor_7,INR,3,ITM0013,Part part gadget gadget unit,11,12.46,137.06,PO0101,11,12.46,137.06,GRN0101,11,MATCH,0
INV0101,18-01-2024,V007,Vendor_7,INR,4,ITM0018,Gadget part widget widget part assembly unit,12,386.54,4638.48,PO0101,12,386.54,4638.48,GRN0101,12,MATCH,0
INV0101,18-01-2024,V007,Vendor_7,INR,5,ITM0016,Assembly device module accessory,4,34.59,69.18,PO0101,2,34.59,69.18,GRN0101,2,quantity_mismatch,1
INV0102,26-11-2024,V005,Vendor_5,USD,1,ITM0009,Component accessory part device part module,7,15.57,108.99,PO0102,7,15.57,108.99,GRN0102,7,MATCH,0
INV0102,26-11-2024,V005,Vendor_5,USD,2,ITM0025,Device component widget device unit,19,350.03,6300.54,PO0102,18,350.03,6300.54,GRN0102,18,quantity_mismatch,1
INV0102,26-11-2024,V005,Vendor_5,USD,3,ITM0013,Gadget module device component part accessory assembly,3,267.91,803.73,PO0102,3,267.91,803.73,GRN0102,3,MATCH,0
INV0102,26-11-2024,V005,Vendor_5,USD,4,ITM0029,Part assembly assembly device assembly,5,442.05,2652.3,PO0102,6,442.05,2652.3,GRN0102,6,quantity_mismatch,1
